outcome	ID	subj_num	block	x_t	b_t	delta_t	a_t	e_t	mu_t	c_t	tac	r_t	kappa_t	v_t	RT	initRT	initTend	new_block
83	10024	24	1	83	98.1698083627083	-15.1698083627083	6.00872887448192	2.8301916372917	101	0	4	0	16	0	0.674829200026579	0.0460344000020996	55.0079798014414	0
84	10024	24	1	84	92.4895529219991	-8.48955292199914	-5.68025544070915	8.51044707800086	101	0	5	1	16	0	1.74506370001473	0.885078600025736	196.699244233994	0
123	10024	24	1	123	83.3547217897256	39.6452782102744	-9.13483113227354	17.6452782102744	101	0	6	0	16	0	1.054414800019	0.00935439998283982	68.3125551162386	0
80	10024	24	1	80	96.9343489012696	-16.9343489012696	13.579627111544	4.06565109873044	101	0	7	0	16	0	1.05932250001933	0.132103000069037	63.434948822922	0
128	10024	24	1	128	100.425808525885	27.5741914741152	3.49145962461523	0.574191474115208	101	0	8	0	16	1	1.86648530000821	0.0981467999517918	126.869897645844	0
143	10024	24	2	143	189.605204155013	-46.6052041550129	89.1793956291281	-58.6052041550129	131	1	0	0	16	0	1.64294149994384	0.814353800029494	145.304846468766	1
122	10024	24	2	122	187.576154895689	-65.5761548956891	-2.02904925932381	-56.5761548956891	131	0	1	0	16	0	1.43773199990392	0.159475399996154	48.5763343749974	0
128	10024	24	2	128	124.992020198559	3.00797980144135	-62.5841346971305	6.00797980144135	131	0	2	1	16	0	1.32746099994984	0.251596299931407	173.290163192243	0
142	10024	24	2	142	86.3422333610256	55.6577666389744	-38.6497868375331	44.6577666389744	131	0	3	0	16	0	1.55307090003043	0.290141400066204	90	0
152	10024	24	2	152	133.309795325679	18.6902046743214	46.9675619646531	-2.30979532567863	131	0	4	0	16	0	1.17457759997342	0.313214699970558	194.931417178138	0
140	10024	24	2	140	139.26261112279	0.737388877209942	5.95281579711142	-8.26261112279006	131	0	5	1	16	0	0.848053900059313	0.236694500083104	341.565051177078	0
146	10024	24	2	146	139.541995680267	6.45800431973324	0.279384557476704	-8.54199568026676	131	0	6	1	16	0	1.43574020010419	0.375448700040579	87.2736890060937	0
147	10024	24	2	147	141.490771634476	5.5092283655243	1.94877595420894	-10.4907716344757	131	0	7	1	16	0	0.98532370000612	0.339098799973726	154.798876354525	0
149	10024	24	2	149	142.284023654417	6.71597634558312	0.793252019941174	-11.2840236544169	131	0	8	1	16	0	0.804653500090353	0.377441600081511	166.759480084813	0
138	10024	24	2	138	132.466441111605	5.53355888839456	-9.81758254281143	-1.46644111160544	131	0	9	1	16	1	1.15707529999781	0.306361100054346	165.068582821862	0
39	10024	24	2	39	132.307824110493	-93.307824110493	-0.158617001112425	-106.307824110493	26	1	0	0	16	0	1.43944910005666	0.280025299987756	356.63353933657	0
16	10024	24	2	16	39.7099187946287	-23.7099187946287	-92.5979053158643	-13.7099187946287	26	0	1	0	16	0	2.06982209999114	0.0222601999994367	33.6900675259798	0
19	10024	24	2	19	236.047350538264	142.952649461736	-163.662568256364	149.952649461736	26	0	2	0	16	0	1.74476800009143	0.498764300020412	329.53445508054	0
42	10024	24	2	42	20.7332115674668	21.2667884325332	144.685861029202	5.26678843253319	26	0	3	0	16	0	1.31649949995335	0.369186999974772	21.8014094863518	0
29	10024	24	2	29	31.3730051401084	-2.37300514010843	10.6397935726416	-5.37300514010843	26	0	4	1	16	0	0.806580699980259	0.26267560000997	25.0168934781	0
9	10024	24	2	9	31.952257790287	-22.952257790287	0.579252650178547	-5.95225779028698	26	0	5	0	16	0	1.58583779993933	0.905583899933845	62.1027289690524	0
25	10024	24	2	25	19.408971790009	5.59102820999101	-12.543286000278	6.59102820999101	26	0	6	1	16	0	1.35878910007887	0.330529600032605	15.0684881594922	0
12	10024	24	2	12	21.8542166414575	-9.85421664145753	2.44524485144854	4.14578335854247	26	0	7	1	16	0	1.15457689994946	0.261508599971421	42.5104470780009	0
14	10024	24	2	14	16.5429834045626	-2.54298340456256	-5.31123323689496	9.45701659543744	26	0	8	1	16	0	1.46700200007763	0.471681000082754	360	0
228	10024	24	2	228	15.0491020057698	-147.04910200577	-1.49388139879278	-166.04910200577	209	1	0	0	16	0	1.67596430005506	0.497150900075212	111.801409486352	0
182	10024	24	2	182	209.497461208368	-27.4974612083684	-165.551640797401	-0.497461208368374	209	0	1	0	16	1	1.74224599997979	0.0412863999372348	215.537677791974	0
196	10024	24	2	196	210.866809451137	-14.8668094511371	1.36934824276872	-1.86680945113709	209	0	2	0	16	0	2.13324410002679	0.356895900098607	356.18592516571	0
207	10024	24	2	207	210.823897299248	-3.82389729924837	-0.0429121518887181	-1.82389729924837	209	0	3	1	16	0	1.8435381000163	0.48112290003337	199.290046219189	0
221	10024	24	2	221	210.523404813463	10.476595186537	-0.300492485785392	-1.52340481346297	209	0	4	1	16	0	1.84714470000472	0.150979500031099	37.5685920288275	0
213	10024	24	2	213	210.510237406116	2.48976259388441	-0.0131674073473778	-1.51023740611559	209	0	5	1	16	0	1.44439070008229	0.381781100062653	287.354024636261	0
232	10024	24	2	232	210.506132241724	21.4938677582762	-0.00410516439175246	-1.50613224172384	209	0	6	0	16	0	1.37877149996348	0.399234700016677	214.380344723845	0
201	10024	24	2	201	218.751628334962	-17.7516283349618	8.24549609323793	5.24837166503824	224	1	0	0	16	0	1.1865585000487	0.60888200008776	263.65980825409	0
201	10024	24	2	201	215.811163922641	-14.8111639226412	-2.94046441232054	8.18883607735878	224	0	1	0	16	0	0.874000600073487	0.177775499993004	124.508522987668	0
227	10024	24	2	227	224.798963002165	2.2010369978346	8.98779907952417	-0.798963002165394	224	0	2	1	16	1	1.34207969997078	0.0414161999942735	35.5376777919744	0
207	10024	24	2	207	223.676570538745	-16.6765705387452	-1.1223924634202	0.323429461254808	224	0	3	0	16	0	1.22533919999842	0.0277884000679478	177.273689006094	0
217	10024	24	2	217	217.314472851618	-0.314472851618406	-6.36209768712679	6.6855271483816	224	0	4	1	16	0	0.947829099954106	0.419963899999857	233.746162262555	0
213	10024	24	2	213	214.307787844716	-1.30778784471596	-3.00668500690245	9.69221215528405	224	0	5	1	16	0	0.741913400008343	0.064034300041385	3.57633437499737	0
240	10024	24	2	240	213.886959464052	26.1130405359483	-0.420828380664267	10.1130405359483	224	0	6	0	16	0	0.826814100029878	0.330729099921882	270	0
240	10024	24	2	240	219.576781403227	20.4232185967733	5.68982193917496	4.42321859677336	224	0	7	0	16	0	0.794714099960402	0.266979099949822	296.565051177078	0
244	10024	24	2	244	230.906141113771	13.0938588862295	11.3293597105438	-6.90614111377048	224	0	8	1	16	0	0.607947499956936	0.115323300007731	345.068582821862	0
214	10024	24	2	214	237.370844164284	-23.3708441642845	6.46470305051399	-13.3708441642845	224	0	9	0	16	0	0.693284900044091	0.328565399977379	320.194428907735	0
221	10024	24	2	221	221.423665625003	-0.423665625002672	-15.9471785392818	2.57633437499735	224	0	10	1	16	0	0.701127100037411	0.155237899976783	199.440034828176	0
213	10024	24	2	213	214.335424482548	-1.33542448254825	-7.0882411424544	9.66457551745175	224	0	11	1	16	0	0.690298200002871	0.278271999908611	302.735226272108	0
208	10024	24	2	208	207.035642479973	0.964357520026816	-7.29978200257507	16.9643575200268	224	0	12	1	16	0	0.63826360006351	0.270816900068894	235.840305454331	0
219	10024	24	2	219	206.939528063801	12.0604719361992	-0.0961144161723713	17.0604719361992	224	0	13	1	16	0	1.19558359996881	0.417272399994545	237.094757077012	0
231	10024	24	2	231	214.869112029175	16.1308879708245	7.92958396537463	9.13088797082456	224	0	14	0	16	0	0.684394299983978	0.104803099995479	45	0
115	10024	24	2	115	203.308845245127	-88.3088452451268	-11.5602667840486	-72.3088452451268	131	1	0	0	16	0	0.615550299989991	0.0196893999818712	277.594643368591	0
141	10024	24	2	141	109.778884806309	31.2211151936914	-93.5299604388182	21.2211151936914	131	0	1	0	16	0	1.30432150000706	0.0102197000524029	95.4610108280912	0
117	10024	24	2	117	141.66130163977	-24.6613016397701	31.8824168334615	-10.6613016397702	131	0	2	0	16	0	1.25059249997139	0.0531131000025198	270	0
129	10024	24	2	129	125.537677791974	3.46232220802562	-16.1236238477958	5.46232220802562	131	0	3	1	16	0	0.783490699948743	0.138694799970835	52.4314079711725	0
128	10024	24	2	128	128.140239994474	-0.140239994474205	2.60256220249983	2.85976000552578	131	0	4	1	16	0	1.49113850004505	0.429207500070333	150.255118703058	0
114	10024	24	2	114	128.65980825409	-14.6598082540901	0.519568259615868	2.34019174590992	131	0	5	0	16	0	0.864187399973162	0.202876799972728	90	0
141	10024	24	2	141	122.314585708341	18.6854142916588	-6.34522254574883	8.68541429165875	131	0	6	0	16	0	1.20587900001556	0.459013700019568	56.9761324442034	0
154	10024	24	2	154	125.267274967025	28.7327250329752	2.95268925868354	7.73272503297522	133	1	0	0	16	0	1.4920024999883	0.363078699912876	193.495733280796	0
136	10024	24	2	136	138.199539709563	-2.19953970956256	12.9322647425378	-5.19953970956258	133	0	1	1	16	0	0.989199199946597	0.274660700000823	112.249023657212	0
143	10024	24	3	143	18.3444342386427	124.655565761357	-119.85510547092	144.655565761357	163	1	0	0	16	0	1.64216679998208	0.628472400014289	209.744881296942	1
175	10024	24	3	175	17.7549121574793	157.245087842521	-0.589522081163466	145.245087842521	163	0	1	0	16	0	1.19383890007157	0.0466615000041202	86.6335393365702	0
161	10024	24	3	161	184.419871138855	-23.4198711388547	166.664958981375	-21.4198711388547	163	0	2	0	16	0	0.889177600038238	0.107706999988295	242.24145939894	0
143	10024	24	3	143	184.490451921116	-41.4904519211163	0.0705807822616204	-21.4904519211163	163	0	3	0	16	0	0.916365799959749	0.3523083999753	194.036243467927	0
165	10024	24	3	165	146.090128771583	18.9098712284169	-38.4003231495333	16.9098712284169	163	0	4	0	16	0	0.678756200009957	0.198312600026838	118.072486935853	0
139	10024	24	3	139	171.319581574929	-32.3195815749287	25.2294528033457	-8.31958157492871	163	0	5	0	16	0	0.453452300047502	0.0400261000031605	155.556045219583	0
163	10024	24	3	163	181.548157698978	-18.548157698978	10.2285761240493	-18.548157698978	163	0	6	0	16	0	0.350003300001845	0.0371054999995977	221.18592516571	0
248	10024	24	3	248	179.289758122939	68.7102418770606	-2.25839957603865	103.710241877061	283	1	0	0	16	0	0.795246699941345	0.0140711999265477	188.934707507585	0
298	10024	24	3	298	177.113581456135	120.886418543865	-2.17617666680396	105.886418543865	283	0	1	0	16	0	1.29640520003159	0.365800500032492	253.072486935853	0
279	10024	24	3	279	282.252759515547	-3.2527595155474	105.139178059412	0.747240484452607	283	0	2	1	16	1	2.05200689996127	0.0670651999535039	281.30993247402	0
305	10024	24	3	305	281.455476054738	23.5445239452624	-0.797283460809825	1.54452394526243	283	0	3	0	16	0	1.74089390004519	0.210715300054289	356.18592516571	0
292	10024	24	3	292	281.252232816272	10.7477671837283	-0.203243238465892	1.74776718372832	283	0	4	1	16	0	1.39008419995662	0.392365699983202	29.3577535427913	0
286	10024	24	3	286	282.115241802458	3.88475819754216	0.863008986186176	0.884758197542145	283	0	5	1	16	0	1.27372510009445	0.409564300091006	333.434948822922	0
289	10024	24	3	289	281.200797787884	7.79920221211554	-0.914444014573413	1.79920221211556	283	0	6	1	16	0	1.42511870001908	0.414876599912532	312.510447078001	0
267	10024	24	3	267	282.094757077012	-15.0947570770122	0.893959289127687	0.90524292298787	283	0	7	0	16	0	1.18998060002923	0.461505900020711	231.34019174591	0
301	10024	24	3	301	281.592175410291	19.407824589709	-0.502581666721125	1.407824589709	283	0	8	0	16	0	1.07678680005483	0.381566900061443	250.709953780811	0
316	10024	24	3	316	281.481991354748	34.5180086452519	-0.110184055542924	1.51800864525192	283	0	9	0	16	0	1.35414760001004	0.229054600000381	45	0
271	10024	24	3	271	281.147006525922	-10.147006525922	-0.334984828826132	1.85299347407805	283	0	10	1	16	0	1.28799360000994	0.0415154999354854	78.6900675259798	0
290	10024	24	3	290	281.047350538264	8.95264946173559	-0.0996559876575212	1.95264946173557	283	0	11	1	16	0	1.53973309998401	0.125046400004067	125.537677791974	0
55	10024	24	3	55	280.852490860253	134.147509139747	-0.194859678011043	144.147509139747	65	1	0	0	16	0	1.36063000001013	0.432782999938354	252.474431626277	0
61	10024	24	3	61	56.9544828024931	4.0455171975069	136.10199194224	8.0455171975069	65	0	1	1	16	0	1.29064720007591	0.0616946000372991	119.744881296942	0
77	10024	24	3	77	57.8987511041644	19.1012488958356	0.944268301671344	7.10124889583557	65	0	2	0	16	0	0.972171799978241	0.0813523000106215	53.130102354156	0
70	10024	24	3	70	59.172337700132	10.827662299868	1.27358659596752	5.82766229986804	65	0	3	1	16	0	0.877403699909337	0.315843399963342	35.5376777919744	0
54	10024	24	3	54	67.0041059739167	-13.0041059739167	7.83176827378474	-2.0041059739167	65	0	4	1	16	0	0.674737800029106	0.0464090000605211	90	0
66	10024	24	3	66	62.30673139111	3.69326860888999	-4.69737458280668	2.69326860888998	65	0	5	1	16	0	0.856579200015403	0.344581500045024	11.888658039628	0
158	10024	24	3	158	65.2975697722287	92.7024302277713	2.9908383811187	75.7024302277713	141	1	0	0	16	0	0.847922099987045	0.321260800003074	73.3007557660064	0
144	10024	24	3	144	158.89516141507	-14.8951614150704	93.5975916428417	-17.8951614150704	141	0	1	0	16	0	1.28532820008695	0.371652100002393	182.6025622025	0
132	10024	24	3	132	149.036243467926	-17.0362434679265	-9.85891794714388	-8.03624346792647	141	0	2	0	16	0	1.05727480002679	0.426364899962209	272.862405226112	0
131	10024	24	3	131	140.374377372324	-9.37437737232439	-8.6618660956021	0.62562262767563	141	0	3	1	16	0	0.740066200029105	0.0953666000859812	162.645975363739	0
132	10024	24	3	132	134.813369456434	-2.81336945643443	-5.56100791588995	6.18663054356558	141	0	4	1	16	0	0.808204800006934	0.413067199988291	165.256437163529	0
255	10024	24	3	255	136.347887280199	118.652112719801	1.53451782376417	109.652112719801	246	1	0	0	16	0	1.03521650005132	0.32425070006866	339.443954780417	0
239	10024	24	3	239	246.732295189943	-7.73229518994305	110.384407909744	-0.732295189943027	246	0	1	1	16	0	1.03662110003643	0.360366999986582	266.820169880136	0
219	10024	24	3	219	239.420773127511	-20.420773127511	-7.31152206243207	6.57922687248904	246	0	2	0	16	0	0.749439900042489	0.193149899947457	68.1985905136482	0
260	10024	24	3	260	230.194428907735	29.8055710922652	-9.22634421977615	15.8055710922652	246	0	3	0	16	0	0.949895899975672	0.358861799933948	254.744881296942	0
277	10024	24	3	277	244.767168676792	32.2328313232084	14.5727397690568	1.23283132320837	246	0	4	0	16	1	1.42716389999259	0.359900700044818	237.724355685422	0
238	10024	24	3	238	266.867534801432	-28.867534801432	22.1003661246404	-20.867534801432	246	0	5	0	16	0	1.32205439999234	0.108645000029355	262.405356631409	0
242	10024	24	3	242	247.291749808512	-5.29174980851186	-19.5757849929201	-1.29174980851185	246	0	6	1	16	0	1.02443109999876	0.263696899986826	160.559965171824	0
252	10024	24	3	252	243.829179616446	8.17082038355437	-3.46257019206624	2.17082038355439	246	0	7	1	16	0	0.739526399993338	0.0773968999274075	266.820169880136	0
244	10024	24	3	244	245.918824961078	-1.91882496107835	2.08964534463271	0.0811750389216791	246	0	8	1	16	0	0.978593399981037	0.299509899923578	258.310630824561	0
241	10024	24	3	241	243.838433557981	-2.83843355798076	-2.08039140309756	2.16156644201924	246	0	9	1	16	1	1.05254039994907	0.318935699993744	270	0
256	10024	24	3	256	250.887026266327	5.11297373367332	7.04859270834591	-4.88702626632667	246	0	10	1	16	0	1.70929609995801	0.995435899938457	315	0
223	10024	24	3	223	249.474892023367	-26.4748920233673	-1.41213424295937	-3.4748920233673	246	0	11	0	16	0	1.12532400002237	0.344584699952975	222.510447078001	0
242	10024	24	3	242	244.910626131071	-2.91062613107137	-4.56426589229593	1.08937386892863	246	0	12	1	16	0	0.714829799951985	0.0510043000103906	39.8055710922652	0
255	10024	24	3	255	245.297569772229	9.70243022777133	0.386943641157307	0.702430227771325	246	0	13	1	16	0	0.825863700010814	0.0962928000371903	325.304846468766	0
228	10024	24	3	228	249.373436933546	-21.3734369335455	4.07586716131684	-3.37343693354551	246	0	14	0	16	0	0.510621399967931	0.048144800006412	236.30993247402	0
245	10024	24	3	245	238.059309025825	6.94069097417469	-11.3141279077202	7.94069097417468	246	0	15	1	16	0	0.733035000041127	0.0351469999877736	216.869897645844	0
258	10024	24	3	258	233.130102354156	24.869897645844	-4.92920667166936	12.869897645844	246	0	16	0	16	0	0.746553399949335	0.399303999962285	234.090276920822	0
241	10024	24	3	241	243.093906544063	-2.09390654406314	9.96380418990718	2.90609345593686	246	0	17	1	16	0	0.561702099977992	0.0483521999558434	282.264773727892	0
113	10024	24	3	113	241.979710844586	-128.979710844586	-1.11419569947706	-119.979710844586	122	1	0	0	16	0	0.69133389997296	0.0450129000237212	54.1623470457217	0
103	10024	24	3	103	111.595310448968	-8.59531044896768	-130.384400395618	10.4046895510323	122	0	1	1	16	0	0.94803840003442	0.0517884000437334	154.9831065219	0
279	10024	24	4	279	189.989407426237	89.0105925737633	78.394096977269	100.010592573763	290	1	0	0	16	0	1.0327109999489	0.0370377999497578	248.198590513648	1
305	10024	24	4	305	276.659207266137	28.3407927338632	86.6697998399001	13.3407927338632	290	0	1	0	16	0	0.9080620999448	0.0265641999430954	116.029592191513	0
298	10024	24	4	298	304.431985790991	-6.43198579099066	27.7727785248538	-14.4319857909906	290	0	2	1	16	0	0.974811399937607	0.0458850999129936	331.389540334035	0
290	10024	24	4	290	302.94921511659	-12.9492151165904	-1.4827706744002	-12.9492151165904	290	0	3	1	16	0	1.03074380010366	0.299664900056086	311.00908690157	0
270	10024	24	4	270	296.827874010315	-26.8278740103145	-6.12134110627593	-6.82787401031449	290	0	4	0	16	0	1.1747668000171	0.412446100031957	329.036243467927	0
266	10024	24	4	266	290.828555790207	-24.8285557902068	-5.9993182201077	-0.828555790206787	290	0	5	0	16	0	0.942823600023985	0.229051399976015	291.801409486352	0
296	10024	24	4	296	288.434948822922	7.565051177078	-2.39360696728481	1.56505117707802	290	0	6	1	16	0	1.06552900001407	0.402040899964049	33.6900675259798	0
296	10024	24	4	296	284.233361197725	11.7666388022753	-4.20158762519729	5.76663880227531	290	0	7	1	16	0	0.710181500064209	0.0309026000322774	90	0
285	10024	24	4	285	282.994616791917	2.00538320808346	-1.23874440580819	7.0053832080835	290	0	8	1	16	0	0.829204999958165	0.0497161999810487	320.527540151656	0
294	10024	24	4	294	282.883276513269	11.1167234867314	-0.111340278647988	7.11672348673148	290	0	9	1	16	0	0.999129500007257	0.436874400009401	23.6293777306568	0
273	10024	24	4	273	280.512627169921	-7.51262716992133	-2.37064934334719	9.48737283007867	290	0	10	1	16	0	1.06095910002477	0.16349310008809	156.501434324048	0
290	10024	24	4	290	281.949757221494	8.05024277850615	1.43713005157253	8.05024277850615	290	0	11	1	16	0	0.846880199969746	0.0510407999390736	287.354024636261	0
282	10024	24	4	282	288.588969364594	-6.58896936459433	6.63921214310047	1.41103063540568	290	0	12	1	16	1	1.14364190003835	0.0260255000321195	113.198590513648	0
285	10024	24	4	285	289.276098853468	-4.27609885346784	0.68712948887347	0.723901146532207	290	0	13	1	16	0	1.05522969993763	0.0574959999648854	183.81407483429	0
298	10024	24	4	298	289.424259558885	8.57574044111492	0.14816070541725	0.57574044111496	290	0	14	1	16	0	0.906558700022288	0.359817999997176	277.907162702958	0
272	10024	24	4	272	288.251895837079	-16.2518958370785	-1.17236372180651	1.74810416292147	290	0	15	0	16	0	1.76039839989971	0.0963057999033481	152.102728969052	0
292	10024	24	4	292	288.618588513042	3.38141148695819	0.366692675963264	1.38141148695821	290	0	16	1	16	0	1.06052199995611	0.164637699956074	251.565051177078	0
306	10024	24	4	306	287.440595881657	18.5594041183425	-1.1779926313843	2.55940411834251	290	0	17	0	16	0	0.948794199968688	0.304264300037175	299.744881296942	0
282	10024	24	4	282	287.789130028948	-5.78913002894749	0.348534147289993	2.21086997105252	290	0	18	1	16	0	1.336595700006	0.124830299988389	189.462322208026	0
292	10024	24	4	292	290.060603020421	1.93939697957887	2.27147299147363	-0.0606030204211089	290	0	19	1	16	1	1.34176250000019	0.426483199931681	7.76516601842536	0
294	10024	24	4	294	290.349415277375	3.65058472262466	0.288812256954185	-0.349415277375292	290	0	20	1	16	0	0.913326399982907	0.273360899998806	352.874983651098	0
291	10024	24	4	291	292.075287799573	-1.07528779957277	1.72587252219747	-2.07528779957276	290	0	21	1	16	0	0.838702600100078	0.0615578000433743	11.3099324740202	0
265	10024	24	4	265	293.782030423221	-28.7820304232214	1.70674262364859	-3.78203042322135	290	0	22	0	16	0	0.681397899985313	0.220251199905761	330.642246457209	0
